ZabihJAN13,RT @Xiaomi: Feel free to crop away with #MiNote10. #DareToDiscover https://t.co/yBhLdMH7Qy,2019-11-17 23:53:19,0,119,
ZabihJAN13,"RT @Xiaomi: Bet you didn't see that parking garage from the first photo, did you? #DareToDiscover with #MiNote10 https://t.co/wSkPGbchXd",2019-11-17 23:52:32,0,202,
SNABEELH85,RT @Xiaomi: Feel free to crop away with #MiNote10. #DareToDiscover https://t.co/yBhLdMH7Qy,2019-11-17 23:51:56,0,119,"Peshawar, Pakistan"
HectorlemonMi,"RT @XiaomiEspana: #MiNote10 tiene muchas cosas nuevas, y hemos hecho este resumen para que estés al tanto y te ayude a decidirte. #EmpiezaA…",2019-11-17 22:50:51,0,18,"Las Palmas, Islas Canarias"
VazValbert,"RT @Xiaomi: Bet you didn't see that parking garage from the first photo, did you? #DareToDiscover with #MiNote10 https://t.co/wSkPGbchXd",2019-11-17 22:39:39,0,202,"Pernambuco, Brasil"
lyricalkoko,RT @Xiaomi: Feel free to crop away with #MiNote10. #DareToDiscover https://t.co/yBhLdMH7Qy,2019-11-17 22:37:56,0,119,Nigeria
VazValbert,RT @Xiaomi: Want to know how well #MiNote10 performs in real-life situations? Our friends @moment took it out for a spin during their recen…,2019-11-17 21:46:01,0,51,"Pernambuco, Brasil"
iMacserviMiguel,RT @Xiaomi: Feel free to crop away with #MiNote10. #DareToDiscover https://t.co/yBhLdMH7Qy,2019-11-17 21:11:39,0,119,
Dielsy_,RT @Xiaomi: Feel free to crop away with #MiNote10. #DareToDiscover https://t.co/yBhLdMH7Qy,2019-11-17 20:55:02,0,119,Perdida por el mundo
VARUN03933515,RT @Xiaomi: It's unboxing time! Let's find out everything #MiNote10 has to offer. #DareToDiscover https://t.co/5BBNAfR3Ni,2019-11-17 20:39:10,0,326,
jmgj_YT,RT @Xiaomi: Feel free to crop away with #MiNote10. #DareToDiscover https://t.co/yBhLdMH7Qy,2019-11-17 20:27:45,0,119,
umittolgacengiz,RT @Xiaomi: Feel free to crop away with #MiNote10. #DareToDiscover https://t.co/yBhLdMH7Qy,2019-11-17 20:20:04,0,119,"İzmir, Türkiye"
